Date,Temperature
1421006400,36.47
1421010000,36.88
1421013600,35.78
1421017200,35.25
1421020800,34.16
1421024400,34.24
1421028000,35.13
1421031600,34.84
1421038800,35.32
1421042400,35.32
1421046000,35.31
1421049600,35.38
1421053200,34.9
1421056800,34.6
1421060400,34.93
1421064000,34.81
1421067600,35.17
1421071200,33.7
1421074800,33.94
1421078400,34.63
1421082000,34.66
1421085600,35.16
1421089200,35.55
1421092800,35.97
1421096400,36.01
1421100000,36.24
1421103600,36.55
1421107200,36.86
1421110800,37.7
1421114400,38.68
1421118000,38.07
1421125200,37.17
1421128800,36.86
1421132400,36.49
1421136000,35.83
1421139600,35.32
1421143200,33.41
1421146800,31.38
1421150400,28.45
1421154000,27
1421157600,26.69
1421161200,25.9
1421164800,25.75
1421168400,26.04
1421172000,26.29
1421175600,26.58
1421179200,25.89
1421182800,24.6
1421186400,22.28
1421190000,20.9
1421193600,19.59
1421197200,19.14
1421200800,17.92
1421204400,16.93
1421211600,16.12
1421215200,15.71
1421218800,16.08
1421222400,16.12
1421226000,15.97
1421229600,16.06
1421233200,16.19
1421236800,16.49
1421240400,17.17
1421244000,18.56
1421247600,21.06
1421251200,24.04
1421254800,26.64
1421258400,29.35
1421262000,30.28
1421265600,30.51
1421269200,30.56
1421272800,29.93
1421276400,29.74
1421280000,29.59
1421283600,29.4
1421287200,29.34
1421290800,29.17
1421298000,28.67
1421301600,28.18
1421305200,27.85
1421308800,27.26
1421312400,27.07
1421316000,27.22
1421319600,26.9
1421323200,26.19
1421326800,26.17
1421330400,26.87
1421334000,27.45
1421337600,28.89
1421341200,31.25
1421344800,32.45
1421348400,33.75
1421352000,34.15
1421355600,33.89
1421359200,32.81
1421362800,31.67
1421366400,30.52
1421370000,29.58
1421373600,27.86
1421377200,28.75
1421384400,27.39
1421388000,27.9
1421391600,28.51
1421395200,27.98
1421398800,28.16
1421402400,27.55
1421406000,27.66
1421409600,27.21
1421413200,28.3
1421416800,30.98
1421420400,34.32
1421424000,37.62
1421427600,40.22
1421431200,41.71
1421434800,40.74
1421438400,38.31
1421442000,36.68
1421445600,32.63
1421449200,29.59
1421452800,28.19
1421456400,26.12
1421460000,24.33
1421463600,21.8
1421470800,19.75
1421474400,19.02
1421478000,18.62
1421481600,18.24
1421485200,17.73
1421488800,17.1
1421492400,16.38
1421496000,14.88
1421499600,16.03
1421503200,18.3
1421506800,20.08
1421510400,22.42
1421514000,24.15
1421517600,26.04
1421521200,28.09
1421524800,29.5
1421528400,28.83
1421532000,28.26
1421535600,28.1
1421539200,27.32
1421542800,27.31
1421546400,26.89
1421550000,27.1
1421557200,26.97
1421560800,27.17
1421564400,26.27
1421568000,25.96
1421571600,25.99
1421575200,27.85
1421578800,29.26
1421582400,29.28
1421586000,30.1
1421589600,31.36
1421593200,32.74
1421596800,33.68
1421600400,34.24
1421604000,35.09
1421607600,35.84
1421611200,36.88
1421614800,37.69
1421618400,38.26
1421622000,38.2
1421625600,37.52
1421629200,38.13
1421632800,37.86
1421636400,38.33
1421643600,37.3
1421647200,36.55
1421650800,35.83
1421654400,36
1421658000,36.3
1421661600,36.6
1421665200,36.53
1421668800,36.23
1421672400,36.78
1421676000,37.9
1421679600,39.4
1421683200,40.35
1421686800,40.64
1421690400,40.51
1421694000,41.24
1421697600,40.46
1421701200,40.11
1421704800,39.64
1421708400,38.93
1421712000,38.65
1421715600,38.64
1421719200,38.18
1421722800,38.45
1421730000,37.94
1421733600,38.25
1421737200,37.88
1421740800,37.23
1421744400,36.07
1421748000,34.73
1421751600,33.68
1421755200,31.9
1421758800,33.04
1421762400,34.69
1421766000,35.85
1421769600,37.61
1421773200,39.09
1421776800,39.51
1421780400,39.7
1421784000,39.91
1421787600,39.74
1421791200,38.67
1421794800,37.49
1421798400,37.02
1421802000,35.75
1421805600,34.12
1421809200,31.99
1421816400,31.11
1421820000,29.38
1421823600,28.4
1421827200,27.77
1421830800,27.21
1421834400,25.31
1421838000,24.28
1421841600,23.26
1421845200,24.16
1421848800,25.23
1421852400,26.65
1421856000,28.2
1421859600,29.83
1421863200,31.82
1421866800,32.63
1421870400,33.13
1421874000,33.1
1421877600,32.48
1421881200,32.28
1421884800,32.41
1421888400,32.37
1421892000,32.2
1421895600,31.53
1421902800,31.59
1421906400,31.57
1421910000,31.72
1421913600,31.58
1421917200,31.16
1421920800,31.1
1421924400,30.87
1421928000,30.16
1421931600,30.35
1421935200,31.13
1421938800,31.53
1421942400,32.86
1421946000,34.24
1421949600,36.26
1421953200,37.53
1421956800,39.02
1421960400,38.74
1421964000,37.58
1421967600,35.68
1421971200,35.08
1421974800,33.68
1421978400,32.36
1421982000,31.55
1421989200,29.96
1421992800,29.77
1421996400,29.15
1422000000,28.62
1422003600,26.58
1422007200,26.04
1422010800,24.99
1422014400,24.06
1422018000,24.71
1422021600,28.48
1422025200,30.57
1422028800,31.75
1422032400,34.59
1422036000,36.13
1422039600,37.71
1422043200,38.51
1422046800,38.01
1422050400,37.12
1422054000,36.51
1422057600,35.7
1422061200,35.55
1422064800,35.51
1422068400,35.47
1422075600,34.62
1422079200,33.62
1422082800,32.76
1422086400,32.88
1422090000,32.9
1422093600,33.18
1422097200,33.4
1422100800,33.45
1422104400,33.31
1422108000,33.52
1422111600,34.05
1422115200,34.61
1422118800,35.62
1422122400,36.4
1422126000,37.59
1422129600,37.62
1422133200,37.4
1422136800,38.11
1422140400,38.07
1422144000,37.74
1422147600,37.1
1422151200,36.48
1422154800,35.96
1422162000,36.23
1422165600,36.02
1422169200,35.97
1422172800,35.54
1422176400,34.59
1422180000,34.19
1422183600,34.49
1422187200,34.6
1422190800,35.36
1422194400,37.04
1422198000,39.61
1422201600,41.05
1422205200,40.97
1422208800,41.83
1422212400,41.94
1422216000,41.74
1422219600,40.24
1422223200,38.03
1422226800,36.12
1422230400,34.78
1422234000,34.04
1422237600,33.36
1422241200,32.12
1422248400,30.39
1422252000,29.12
1422255600,27.56
1422259200,26.4
1422262800,24.11
1422266400,23.34
1422270000,22.75
1422273600,22.9
1422277200,23.13
1422280800,22.89
1422284400,23.4
1422288000,23.46
1422291600,22.43
1422295200,23.25
1422298800,22.88
1422302400,23
1422306000,23.74
1422309600,24.78
1422313200,25.34
1422316800,26.56
1422320400,26.66
1422324000,26.63
1422327600,25.96
1422334800,24.57
1422338400,24.09
1422342000,23.73
1422345600,23.3
1422349200,22.21
1422352800,22.25
1422356400,22.54
1422360000,22.88
1422363600,23.48
1422367200,23.57
1422370800,24.31
1422374400,24.89
1422378000,25.64
1422381600,26.86
1422385200,27.93
1422388800,28.85
1422392400,28.39
1422396000,27.76
1422399600,27.08
1422403200,26.25
1422406800,24.73
1422410400,22.87
1422414000,21.29
1422421200,19.42
1422424800,18.27
1422428400,17.55
1422432000,17.26
1422435600,16.98
1422439200,17.35
1422442800,17.67
1422446400,17.61
1422450000,18.83
1422453600,20.17
1422457200,23.03
1422460800,25.1
1422464400,27.77
1422468000,29.79
1422471600,31.49
1422475200,33.18
1422478800,33.42
1422482400,31.91
1422486000,30.48
1422489600,28.12
1422493200,28.14
1422496800,27.35
1422500400,25.75
1422766800,17.43
1422770400,17.49
1422774000,17.78
1422777600,18.25
1422781200,19.12
1422784800,19.13
1422788400,20.92
1422792000,21.56
1422795600,23.54
1422799200,26.26
1422802800,29.4
1422806400,31.72
1422810000,33.66
1422813600,34.56
1422817200,35.4
1422820800,35.53
1422824400,35.54
1422828000,35.16
1422831600,34.55
1422835200,34.22
1422838800,33.79
1422842400,33.19
1422846000,31.56
1422853200,33.05
1422856800,32.83
1422860400,32.86
1422864000,33.08
1422867600,33.75
1422871200,33.95
1422874800,33.83
1422878400,32.34
1422882000,31.43
1422885600,30.26
1422889200,29.14
1422892800,28.52
1422896400,28.07
1422900000,27.09
1422903600,25.76
1422907200,25.34
1422910800,25.01
1422914400,24.75
1422918000,24.36
1422921600,21.96
1422925200,20.21
1422928800,17.14
1422932400,15.77
1422939600,15.59
1422943200,15.21
1422946800,15.14
1422950400,15.16
1422954000,15.02
1422957600,14.63
1422961200,14.77
1422964800,14.18
1422968400,16.07
1422972000,17.45
1422975600,18.98
1422979200,19.56
1422982800,20.84
1422986400,22.6
1422990000,23.88
1422993600,24.7
1422997200,24.89
1423000800,25.06
1423004400,24.14
1423008000,22.92
1423011600,21.93
1423015200,19.94
1423018800,19.19
1423026000,18.79
1423029600,17.5
1423033200,17.38
1423036800,18.67
1423040400,19.45
1423044000,20.82
1423047600,21.04
1423051200,21.83
1423054800,23.36
1423058400,25.92
1423062000,29.09
1423065600,31.92
1423069200,33.24
1423072800,34.95
1423076400,35.58
1423080000,36.92
1423083600,38.27
1423087200,37.64
1423090800,36.03
1423094400,35.66
1423098000,34.96
1423101600,34.88
1423105200,35.24
1423112400,35.31
1423116000,35.12
1423119600,34.84
1423123200,34.5
1423126800,34.63
1423130400,35.33
1423134000,35.26
1423137600,32.16
1423141200,30.38
1423144800,28.96
1423148400,28.35
1423152000,28.27
1423155600,27.96
1423159200,27.65
1423162800,27.72
1423166400,26.93
1423170000,25.76
1423173600,23.51
1423177200,21.32
1423180800,19.55
1423184400,17.65
1423188000,15.96
1423191600,14.65
1423198800,13.84
1423202400,13.33
1423206000,12.43
1423209600,12.01
1423213200,10.46
1423216800,9.74
1423220400,10.21
1423224000,9.19
1423227600,10.07
1423231200,14.34
1423234800,17.11
1423238400,18.48
1423242000,20.29
1423245600,22.58
1423249200,24.45
1423252800,26.65
1423256400,27.05
1423260000,27.25
1423263600,26.23
1423267200,24.84
1423270800,22.98
1423274400,21.82
1423278000,19.88
1423285200,18.56
1423288800,18.52
1423292400,20.61
1423296000,22.06
1423299600,23.38
1423303200,24.73
1423306800,25.04
1423310400,25.01
1423314000,26.31
1423317600,28.17
1423321200,29.34
1423324800,29.32
1423328400,30.38
1423332000,32.97
1423335600,34.69
1423339200,35.86
1423342800,36.66
1423346400,36.59
1423350000,34.48
1423353600,33.14
1423357200,32.57
1423360800,32.42
1423364400,32.56
1423371600,33.35
1423375200,33.57
1423378800,33.37
1423382400,33.26
1423386000,33.72
1423389600,33.62
1423393200,33.81
1423396800,32.91
1423400400,33.91
1423404000,35.21
1423407600,36.1
1423411200,37.2
1423414800,37.26
1423418400,37.21
1423422000,36.94
1423425600,36.27
1423429200,35.87
1423432800,35.08
1423436400,35.06
1423440000,35.02
1423443600,35.13
1423447200,34.91
1423450800,33.91
1423458000,31.64
1423461600,30.46
1423465200,29.22
1423468800,28.47
1423472400,27.66
1423476000,27.05
1423479600,26.85
1423483200,26.45
1423486800,26.27
1423490400,26.47
1423494000,26.57
1423497600,27.05
1423501200,26.83
1423504800,26.95
1423508400,26.95
1423512000,26.9
1423515600,27.18
1423519200,27.38
1423522800,27.3
1423526400,27.03
1423530000,26.53
1423533600,26.41
1423537200,26.57
1423544400,26.87
1423548000,27.06
1423551600,26.5
1423555200,26.29
1423558800,26.38
1423562400,26.47
1423566000,26.8
1423569600,26.98
1423573200,27.26
1423576800,28.29
1423580400,29.71
1423584000,30.62
1423587600,31.99
1423591200,34.3
1423594800,37.26
1423598400,38.42
1423602000,38.74
1423605600,37.56
1423609200,36.09
1423612800,34.3
1423616400,33.18
1423620000,31.73
1423623600,30.7
1423630800,29.18
1423634400,28.34
1423638000,27.18
1423641600,26.01
1423645200,24.76
1423648800,24.1
1423652400,23.61
1423656000,22.32
1423659600,22.79
1423663200,23.97
1423666800,25.7
1423670400,27.38
1423674000,28.88
1423677600,30.86
1423681200,32.38
1423684800,33.27
1423688400,33.4
1423692000,32.11
1423695600,30.67
1423699200,29.13
1423702800,27.52
1423706400,25.86
1423710000,25.46
1423717200,26.35
1423720800,27.42
1423724400,27.48
1423728000,27.38
1423731600,28.11
1423735200,28.44
1423738800,28.73
1423742400,28.91
1423746000,29.02
1423749600,30.16
1423753200,32.25
1423756800,34.05
1423760400,35.56
1423764000,36.49
1423767600,38.15
1423771200,37.12
1423774800,36.21
1423778400,34.96
1423782000,33.59
1423785600,32.28
1423789200,28.55
1423792800,26.14
1423796400,24.46
1423803600,15.87
1423807200,13.19
1423810800,11.48
1423814400,10.41
1423818000,9.55
1423821600,9.14
1423825200,8.32
1423828800,7.52
1423832400,8.13
1423836000,10.09
1423839600,11.79
1423843200,14.28
1423846800,15.95
1423850400,18.21
1423854000,19.14
1423857600,20.41
1423861200,21.12
1423864800,20.39
1423868400,19.59
1423872000,18.39
1423875600,16.22
1423879200,13.92
1423882800,12.08
1423890000,11.55
1423893600,12.05
1423897200,9.98
1423900800,9.8
1423904400,12.72
1423908000,13.66
1423911600,14.48
1423915200,14.74
1423918800,17.56
1423922400,19.61
1423926000,22.35
1423929600,24.13
1423933200,24.68
1423936800,26.59
1423940400,28.18
1423944000,26.68
1423947600,26.89
1423951200,26.73
1423954800,26.81
1423958400,25.57
1423962000,26.13
1423965600,25.01
1423969200,26.54
1423976400,24.44
1423980000,21.58
1423983600,18.81
1423987200,16.77
1423990800,14.57
1423994400,13.99
1423998000,13.09
1424001600,12.25
1424005200,13.19
1424008800,14.21
1424012400,15.49
1424016000,17.2
1424019600,17.64
1424023200,17.76
1424026800,18.52
1424030400,17.54
1424034000,16.12
1424037600,13.81
1424041200,10.89
1424044800,9.28
1424048400,7.04
1424052000,5.76
1424055600,5.03
1424062800,4.26
1424066400,4.34
1424070000,4.3
1424073600,3.71
1424077200,3.56
1424080800,3.41
1424084400,3.33
1424088000,2.98
1424091600,3.76
1424095200,6.29
1424098800,9.57
1424102400,11.98
1424106000,15.28
1424109600,18.04
1424113200,19.27
1424116800,19.78
1424120400,19.86
1424124000,19.86
1424127600,19.34
1424131200,19.14
1424134800,18.95
1424138400,18.65
1424142000,18.14
1424149200,18.15
1424152800,17.53
1424156400,16.13
1424160000,15.31
1424163600,14.62
1424167200,14.6
1424170800,14.62
1424174400,14.19
1424178000,14.25
1424181600,14.84
1424185200,16.65
1424188800,18.68
1424192400,20.94
1424196000,22.98
1424199600,24.39
1424203200,25.9
1424206800,26.9
1424210400,26.94
1424214000,24.69
1424217600,22.42
1424221200,20.18
1424224800,17.78
1424228400,18.86
1424235600,16.38
1424239200,15.29
1424242800,14.08
1424246400,13.14
1424250000,12.51
1424253600,12.48
1424257200,11.36
1424260800,10.31
1424264400,12
1424268000,16.52
1424271600,21.05
1424275200,24.87
1424278800,27.3
1424282400,28.68
1424286000,29.35
1424289600,29.73
1424293200,29.52
1424296800,28.92
1424300400,28.43
1424304000,28.32
1424307600,27.05
1424311200,25.89
1424314800,23.93
1424322000,25.09
1424325600,23.23
1424329200,21.22
1424332800,19.5
1424336400,18.04
1424340000,16.46
1424343600,15.58
1424347200,14.02
1424350800,14.22
1424354400,15.39
1424358000,17.44
1424361600,19.37
1424365200,20.18
1424368800,20.79
1424372400,20.61
1424376000,20.47
1424379600,19.33
1424383200,17.19
1424386800,15.37
1424390400,14.26
1424394000,12.91
1424397600,11.75
1424401200,10.75
1424408400,7.53
1424412000,5.77
1424415600,5
1424419200,3.92
1424422800,3.26
1424426400,2.65
1424430000,1.86
1424433600,1.47
1424437200,2.2
1424440800,3.92
1424444400,6.5
1424448000,9.06
1424451600,12.13
1424455200,14.97
1424458800,16.68
1424462400,19.03
1424466000,18.99
1424469600,18.26
1424473200,16.73
1424476800,15.23
1424480400,13.35
1424484000,11.41
1424487600,9.76
1424494800,7.42
1424498400,5.95
1424502000,5.44
1424505600,4.09
1424509200,5.01
1424512800,6.34
1424516400,6.59
1424520000,5.65
1424523600,8.78
1424527200,14.61
1424530800,19.24
1424534400,22.17
1424538000,24.48
1424541600,25.01
1424545200,23.48
1424548800,24.56
1424552400,25.65
1424556000,25.98
1424559600,26.67
1424563200,26.78
1424566800,27.49
1424570400,27.57
1424574000,28.19
1424581200,30.32
1424584800,30.54
1424588400,30.38
1424592000,30.61
1424595600,30.81
1424599200,31
1424602800,30.61
1424606400,30.77
1424610000,31.18
1424613600,31.72
1424617200,32.66
1424620800,34.87
1424624400,37.1
1424628000,38.6
1424631600,40.87
1424635200,42.07
1424638800,42.16
1424642400,41.64
1424646000,39.36
1424649600,37.09
1424653200,36.84
1424656800,36.21
1424660400,35.04
1424667600,36.21
1424671200,35.96
1424674800,34.51
1424678400,33.23
1424682000,32.79
1424685600,32.77
1424689200,30.4
1424692800,26.46
1424696400,23.2
1424700000,21.51
1424703600,20.62
1424707200,20.72
1424710800,21.83
1424714400,22.68
1424718000,23.72
1424721600,23.33
1424725200,21.18
1424728800,19.53
1424732400,17.18
1424736000,15.05
1424739600,12.86
1424743200,11.24
1424746800,9.73
1424754000,7.03
1424757600,5.99
1424761200,4.69
1424764800,3.43
1424768400,3.26
1424772000,2.46
1424775600,2.09
1424779200,1.34
1424782800,4.34
1424786400,8.41
1424790000,11.07
1424793600,13.73
1424797200,16.06
1424800800,18.22
1424804400,19.55
1424808000,21.06
1424811600,21.74
1424815200,21.52
1424818800,21.47
1424822400,21.61
1424826000,21.72
1424829600,21.27
1424833200,20.73
1424840400,19.77
1424844000,19.35
1424847600,18.44
1424851200,17.43
1424854800,15.69
1424858400,14.72
1424862000,13.89
1424865600,13.08
1424869200,17.08
1424872800,25.81
1424876400,30.07
1424880000,32.06
1424883600,33.53
1424887200,34.64
1424890800,35.56
1424894400,36.18
1424898000,36.29
1424901600,35.96
1424905200,34.42
1424908800,32.18
1424912400,31.15
1424916000,28.74
1424919600,27.32
1424926800,27.91
1424930400,28.49
1424934000,28.36
1424937600,26.91
1424941200,25.21
1424944800,24.05
1424948400,23.01
1424952000,21.67
1424955600,21.5
1424959200,21.23
1424962800,22.24
1424966400,22.23
1424970000,23.16
1424973600,24.44
1424977200,25.73
1424980800,26.13
1424984400,26.58
1424988000,26.82
1424991600,26.25
1424995200,25.74
1424998800,24.32
1425002400,24.34
1425006000,22.48
1425013200,20.74
1425016800,19.37
1425020400,18.15
1425024000,18.16
1425027600,19.09
1425031200,18.88
1425034800,18.99
1425038400,17.72
1425042000,18.28
1425045600,19.46
1425049200,21.06
1425052800,22.57
1425056400,24.92
1425060000,26.33
1425063600,28.46
1425067200,29.02
1425070800,29.27
1425074400,29.03
1425078000,27.58
1425081600,26.12
1425085200,24.41
1425088800,22.41
1425092400,21.67
1425099600,19.11
1425103200,18.19
1425106800,17.56
1425110400,15.96
1425114000,14.74
1425117600,13.07
1425121200,12.13
1425124800,11.46
1425128400,13.59
1425132000,16.79
1425135600,18.57
1425139200,20.4
1425142800,22.51
1425146400,24.58
1425150000,26.41
1425153600,28.6
1425157200,28.9
1425160800,29.57
1425164400,27.56
1425168000,25.93
1425171600,24.6
1425175200,21.69
1425178800,20.53
1425186000,18.42
1425189600,18.14
1425193200,17.25
1425196800,17.31
1425200400,17.05
1425204000,18.73
1425207600,19.94
1425211200,20.5
1425214800,22.29
1425218400,24.7
1425222000,26.7
1425225600,27.84
1425229200,27.72
1425232800,25.33
1425236400,24.46
1425240000,24.44
1425243600,24.72
1425247200,24.94
1425250800,25.32
1425254400,25.82
1425258000,25.91
1425261600,26.05
1425265200,26.38
1425272400,26.83
1425276000,27.12
1425279600,27.69
1425283200,28.17
1425286800,28.49
1425290400,28.85
1425294000,29.79
1425297600,29.94
1425301200,32.98
1425304800,33.6
1425308400,34.32
1425312000,34.78
1425315600,35.41
1425319200,36.29
1425322800,37.53
1425326400,38.14
1425330000,38.42
1425333600,37.3
1425337200,35.42
1425340800,34.16
1425344400,32.52
1425348000,31.2
1425351600,29.6
1425358800,27.21
1425362400,26.05
1425366000,23.7
1425369600,21.62
1425373200,20.14
1425376800,16.36
1425380400,17.49
1425384000,18.4
1425387600,21.36
1425391200,25.11
1425394800,27.06
1425398400,28.48
1425402000,29.39
1425405600,29.87
1425409200,30.85
1425412800,29.85
1425416400,28.77
1425420000,28.15
1425423600,28.56
1425427200,29.16
1425430800,31.65
1425434400,32.74
1425438000,33.35
1425445200,34.73
1425448800,35.13
1425452400,35.54
1425456000,35.75
1425459600,35.7
1425463200,35.66
1425466800,35.6
1425470400,35.43
1425474000,36
1425477600,36.94
1425481200,38.55
1425484800,40.07
1425488400,42.2
1425492000,43.19
1425495600,44.28
1425499200,44.25
1425502800,43.95
1425506400,43.14
1425510000,41.84
1425513600,41.54
1425517200,41.29
1425520800,40.88
1425524400,40.38
1425531600,40.07
1425535200,38.92
1425538800,38.38
1425542400,36.22
1425546000,34.72
1425549600,33.98
1425553200,33.32
1425556800,32.66
1425560400,30.81
1425564000,29.24
1425567600,27.91
1425571200,25.85
1425574800,23.8
1425578400,22.13
1425582000,22.43
1425585600,21.75
1425589200,20.97
1425592800,21.04
1425596400,20.56
1425600000,21.61
1425603600,21.77
1425607200,21.91
1425610800,21.66
1425618000,19.34
1425621600,17.54
1425625200,15.61
1425628800,14.77
1425632400,13.86
1425636000,12.67
1425639600,11.36
1425643200,11.17
1425646800,13.41
1425650400,16.43
1425654000,18.64
1425657600,20
1425661200,21.93
1425664800,23.8
1425668400,24.78
1425672000,26.17
1425675600,27.26
1425679200,26.3
1425682800,24.18
1425686400,23.5
1425690000,22.44
1425693600,20.8
1425697200,19.87
1425704400,17.94
1425708000,15.82
1425711600,15.47
1425715200,14.24
1425718800,13.86
1425722400,13.03
1425726000,12.22
1425729600,12.31
1425733200,16.88
1425736800,21.46
1425740400,25.36
1425744000,28.47
1425747600,31.37
1425751200,34.02
1425754800,35.24
1425758400,36.55
1425762000,37.66
1425765600,38.26
1425769200,37.27
1425772800,36.28
1425776400,35.16
1425780000,34.16
1425783600,33.1
1425790800,34.66
1425794400,34.44
1425798000,33.8
1425801600,32.39
1425805200,32.34
1425808800,32.1
1425812400,30.92
1425816000,32.1
1425819600,35.08
1425823200,38.82
1425826800,44.31
1425830400,46.63
1425834000,46.46
1425837600,43.09
1425841200,44.08
1425844800,45.91
1425848400,45.44
1425852000,45.54
1425855600,44.08
1425859200,40.43
1425862800,38.11
1425866400,36.77
1425870000,36.1
1425873600,33.5
1425877200,32.74
1425880800,31.56
1425884400,31.34
1425888000,31.84
1425891600,32.87
1425895200,35.76
1425898800,39.69
1425902400,40.08
1425906000,40.82
1425909600,43.48
1425913200,45.4
1425916800,47.26
1425920400,49.3
1425924000,50.82
1425927600,51.67
1425931200,52.39
1425934800,52.65
1425938400,52.15
1425942000,50.86
1425945600,46.66
1425949200,42.95
1425952800,41.5
1425960000,37.17
1425963600,35.7
1425967200,35.41
1425970800,34.91
1425974400,34.24
1425978000,33.43
1425981600,32.82
1425985200,32.15
1425988800,32.54
1425992400,37.43
1425996000,40.77
1425999600,44.03
1426003200,46.73
1426006800,49.34
1426010400,50.62
1426014000,50.34
1426017600,50.37
1426021200,47.64
1426024800,45.85
1426028400,44.27
1426032000,43.08
1426035600,42.83
1426039200,42.58
1426046400,42.1
1426050000,42.03
1426053600,41.5
1426057200,41.5
1426060800,41.84
1426064400,42.32
1426068000,41.8
1426071600,41.57
1426075200,41.48
1426078800,43.76
1426082400,47.52
1426086000,50.56
1426089600,51.85
1426093200,52.7
1426096800,54.19
1426100400,56.78
1426104000,58.61
1426107600,58.3
1426111200,57.53
1426114800,54.87
1426118400,52.74
1426122000,50.42
1426125600,46.88
1426132800,47.1
1426136400,45.86
1426140000,45.7
1426143600,44.74
1426147200,43.88
1426150800,42.84
1426154400,42.17
1426158000,40.75
1426161600,40.38
1426165200,41.06
1426168800,41.69
1426172400,42.89
1426176000,43.67
1426179600,44.92
1426183200,45.54
